Date,Close
2000-01-03,0.9994419813156128
2000-01-04,0.9151790142059326
2000-01-05,0.9285709857940674
2000-01-06,0.8482139706611633
2000-01-07,0.888392984867096
2000-01-10,0.872767984867096
2000-01-11,0.828125
2000-01-12,0.7784600257873535
2000-01-13,0.8638389706611633
2000-01-14,0.896763026714325
2000-01-18,0.928013026714325
2000-01-19,0.9514510035514832
2000-01-20,1.0133930444717407
2000-01-21,0.993861973285675
2000-01-24,0.9486610293388368
2000-01-25,1.0022319555282593
2000-01-26,0.9838169813156128
2000-01-27,0.982142984867096
2000-01-28,0.9073659777641296
2000-01-31,0.9263389706611632
2000-02-01,0.8950889706611633
2000-02-02,0.8822540044784546
2000-02-03,0.9224330186843872
2000-02-04,0.9642860293388368
2000-02-07,1.0184149742126465
2000-02-08,1.025670051574707
2000-02-09,1.005579948425293
2000-02-10,1.0133930444717407
2000-02-11,0.970982015132904
2000-02-14,1.0340399742126465
2000-02-15,1.0625
2000-02-16,1.0189729928970337
2000-02-17,1.025670051574707
2000-02-18,0.9933040142059326
2000-02-22,1.0161830186843872
2000-02-23,1.0379459857940674
2000-02-24,1.0285990238189695
2000-02-25,0.9854909777641296
2000-02-28,1.011160969734192
2000-02-29,1.0234379768371582
2000-03-01,1.1635040044784546
2000-03-02,1.089285969734192
2000-03-03,1.1428569555282593
2000-03-06,1.1222100257873535
2000-03-07,1.0970979928970337
2000-03-08,1.089285969734192
2000-03-09,1.0915180444717407
2000-03-10,1.1227680444717407
2000-03-13,1.083147048950195
2000-03-14,1.020089030265808
2000-03-15,1.0379459857940674
2000-03-16,1.0853790044784546
2000-03-17,1.1160709857940674
2000-03-20,1.098214030265808
2000-03-21,1.2047990560531616
2000-03-22,1.2873879671096802
2000-03-23,1.261718988418579
2000-03-24,1.238281011581421
2000-03-27,1.246093988418579
2000-03-28,1.2421879768371582
2000-03-29,1.213727951049805
2000-03-30,1.1227680444717407
2000-03-31,1.2126120328903198
2000-04-03,1.1902899742126465
2000-04-04,1.136718988418579
2000-04-05,1.1640629768371582
2000-04-06,1.1177459955215454
2000-04-07,1.176339030265808
2000-04-10,1.1160709857940674
2000-04-11,1.066406011581421
2000-04-12,0.9754459857940674
2000-04-13,1.0161830186843872
2000-04-14,0.9988840222358704
2000-04-17,1.1060270071029663
2000-04-18,1.1328129768371582
2000-04-19,1.0814729928970337
2000-04-20,1.0613839626312256
2000-04-24,1.0758930444717407
2000-04-25,1.145647048950195
2000-04-26,1.083147048950195
2000-04-27,1.1316959857940674
2000-04-28,1.1077009439468384
2000-05-01,1.1099330186843872
2000-05-02,1.052454948425293
2000-05-03,1.027343988418579
2000-05-04,0.9882810115814208
2000-05-05,1.010045051574707
2000-05-08,0.9832590222358704
2000-05-09,0.9414060115814208
2000-05-10,0.8867189884185791
2000-05-11,0.9179689884185792
2000-05-12,0.9609379768371582
2000-05-15,0.9017860293388368
2000-05-16,0.943638026714325
2000-05-17,0.9051340222358704
2000-05-18,0.8995540142059326
2000-05-19,0.8392860293388367
2000-05-22,0.803013026714325
2000-05-23,0.7661830186843872
